#Table1
ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,teffadop,fehadop,loggadop,ELODIERVFINAL,ELODIERVFINALerr,snr,flag
10.2965155550007,7.93980566797891,19.30192,18.3187,17.93635,17.7768,17.73439,6102.032,-1.386631,3.901368,-44.57918,4.257002,28.3849,nnnnn
14.5310767597241,0.791676997882912,19.80343,18.8976,18.69812,18.60528,18.56191,6507.033,-2.921091,3.328773,-22.74705,5.379407,26.92763,nnnnn
19.3207402934131,7.50944427963484,20.29463,19.34085,19.03156,18.88869,18.72197,6181.982,-1.387727,4.070055,-18.99942,5.209686,20.4225,nnnnn
22.4364364684849,0.965506628182022,16.96356,15.80005,15.44351,15.29427,15.27443,6081.73,-0.3755287,3.869996,36.78226,1.282852,57.08506,nnnnn
17.7623904553037,-0.659530851347091,17.85084,16.90132,16.58376,16.40184,16.40779,6046.749,-1.578695,3.430017,-74.4938,3.121221,35.27824,nnnnn
16.0119117315047,0.482054873777101,17.40012,16.45067,16.17544,16.03692,16.00277,6203.865,-1.556466,3.774805,-129.3927,2.513893,41.12135,nnnnn
9.0251350264874,-0.301073022595571,18.5795,17.61396,17.27715,17.11691,17.12947,6066.321,-1.179598,3.633748,-123.4255,3.161366,31.31945,nnnnn
9.47784528028518,-0.942319839838738,16.64521,15.58385,15.21856,15.1201,15.10697,6320.587,-0.1830829,3.990809,-5.060737,1.09795,61.42115,nnnnn
20.0910085033406,6.95083459052399,18.6844,17.8117,17.43021,17.28722,17.26143,6148.258,-2.122096,3.586212,-124.012,2.689291,44.41058,nnnnn
15.9103960371954,-0.753841605757584,16.71948,15.64531,15.28689,15.16433,15.16574,6267.472,-0.4259538,4.087871,-28.95734,1.666688,47.49943,nnnnn
18.7411571315886,-0.992204729334516,18.86229,17.86911,17.56021,17.41813,17.38628,6336.998,-1.966478,3.50585,12.54497,5.187186,26.39528,nnnnn
17.8285713197694,-0.22350228013466,18.45425,17.53437,17.15575,17.05976,17.00064,6057.1,-1.416754,4.079268,5.2136,3.023231,35.45665,nnnnn
18.4375076700678,-0.896863552561742,18.82337,17.85701,17.54247,17.41873,17.38673,6346.473,-1.542868,3.729947,3.73649,4.388685,27.9273,nnnnn
11.9078210906645,-0.0781062854542774,18.60802,17.66324,17.38015,17.30166,17.23839,6380.893,-1.306229,3.971974,-170.4057,2.208929,51.33854,nnnnn
20.2722545628966,8.37796946484222,19.5193,18.60441,18.29737,18.14669,18.07728,6186.895,-2.041608,3.880107,-185.1516,4.488037,25.76396,nnnnn
11.8766494023052,-0.212243437876348,16.4141,15.35901,14.95928,14.86691,14.83124,6228.589,-0.4065589,3.955615,23.42246,1.740834,50.46752,nCnnn
11.2699313328242,-0.206758407536699,17.01629,16.16143,15.87971,15.74955,15.7907,6351.401,-1.926968,3.594401,-157.0546,1.916387,65.62751,nnnnn
10.8788317081141,0.746409549474259,18.80902,17.87001,17.57714,17.43749,17.35179,6248.705,-2.231189,3.971101,89.7712,5.085338,24.39083,nnnnn
18.9093312810797,-0.667379609830577,18.16453,17.0186,16.62759,16.49098,16.45003,6112.35,-0.5700129,4.146736,-20.03599,2.121447,38.30038,nnnnn
18.0175369955617,1.11845071903741,17.0043,15.76529,15.37565,15.2132,15.19206,6013.088,-0.3266249,4.000547,-13.04144,1.133797,53.55216,nnnnn
12.2061290767643,-0.509531689066646,19.02254,17.86947,17.5085,17.35875,17.30344,6089.788,-0.6234723,3.95476,44.69478,3.292981,23.40959,nnnnn
9.65477604039017,8.42077101413195,17.71559,16.70774,16.34398,16.17773,16.07956,6048.11,-1.729708,3.52894,-82.29305,2.212418,49.30452,nnnnn
16.3810670630584,0.825102235312923,17.74604,16.79786,16.51419,16.33616,16.31937,6250.819,-1.413899,3.835328,135.1605,2.89124,35.94628,nnnnn
18.1896121678174,0.81611690709999,16.72235,15.81845,15.46514,15.31969,15.29267,6174.149,-1.303265,3.851129,-213.6427,1.981824,46.65835,nnnnn
17.8983298474641,0.930678465131424,18.31456,17.32452,16.98769,16.87148,16.79059,6120.022,-1.269302,4.347837,9.375082,3.078142,30.06261,nnnnn
